StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,trick,alpaca_315_no,alpaca_32_no,alpaca_325_no,alpaca_33_no,alpaca_335_no,alpaca_34_no,alpaca_345_no,alpaca_35_no,alpaca_355_no,alpaca_36_no,alpaca_365_no,alpaca_37_no,alpaca_315_go,alpaca_32_go,alpaca_325_go,alpaca_33_go,alpaca_335_go,alpaca_34_go,alpaca_345_go,alpaca_35_go,alpaca_355_go,alpaca_36_go,alpaca_365_go,alpaca_37_go,alpaca_315_me,alpaca_32_me,alpaca_325_me,alpaca_33_me,alpaca_335_me,alpaca_34_me,alpaca_345_me,alpaca_35_me,alpaca_355_me,alpaca_36_me,alpaca_365_me,alpaca_37_me,alpaca_315_ba,alpaca_32_ba,alpaca_325_ba,alpaca_33_ba,alpaca_335_ba,alpaca_34_ba,alpaca_345_ba,alpaca_35_ba,alpaca_355_ba,alpaca_36_ba,alpaca_365_ba,alpaca_37_ba,Trust_ba,Trust_me,Trust_go,Open,Ed,Gender,Gender_5_TEXT,Age,MTurk,SC0,MturkCode,Budget,Payment 
2/25/19 14:14,2/25/19 14:24,IP Address,73.140.16.237,100,600,TRUE,2/25/19 14:24,R_3rZHCx6z5ZzqDVQ,,,,,47.90170288,-122.2472,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,3,4,6,I considered how likely the temperature would be below 32 for each scenario and  if it seemed likely by the data I would say the alpacas should have blankets. I also thought this if the data had a high or medium likelihood of being accurate. If it had a lower likelihood of being accurate I just went with what I thought seemed right. ,Some college but no degree,Female,,46,AQAXDL1INQC9Q,-49000,940209877,-1000,-0.15
2/25/19 12:31,2/25/19 12:37,IP Address,47.196.108.221,100,355,TRUE,2/25/19 12:37,R_2wnU1ed9V4pM0ZW,,,,,27.90319824,-82.29109955,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,2,4,4,I feel like the predictions didn't help much especially when they said low. Because then it just means nothing I'm looking at really has any meaning. So I mostly just stuck to looking at the balls on the line for an approximation,High school graduate (high school diploma or equivalent including GED),Male,,31,A2IUT0610X9CV0,-50000,584209174,-2000,-0.3
2/25/19 12:51,2/25/19 13:18,IP Address,100.7.42.168,100,1596,TRUE,2/25/19 13:18,R_1odVQlfmQq4oaqM,,,,,37.48150635,-77.64189911,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,5,5,I just went with my instinct and based on the highest probability. I chose conservatively when the confidence was low.,Some college but no degree,Male,,52,A3N7R7P9HP2YB6,-50000,462209651,-2000,-0.3
2/25/19 13:48,2/25/19 13:56,IP Address,96.230.181.100,100,439,TRUE,2/25/19 13:56,R_1jSMWKPnJyn1VGS,,,,,41.98460388,-71.51940155,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2,4,6,"If the prediction has a more than 35% chance of freezing, I'll choose yes",Master's degree,Female,,29,A3GJWXA13GMS9H,-50000,196209781,-2000,-0.3
2/25/19 12:34,2/25/19 12:40,IP Address,174.101.212.155,100,355,TRUE,2/25/19 12:40,R_2fAGgXIm0U0zyGL,,,,,39.92419434,-83.80879974,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,3,4,6,If the forecast made it seem likely the temperature would drop below 32f I sent the blankets,High school graduate (high school diploma or equivalent including GED),Male,,36,A3L60SOWLYEDN2,-51000,727209348,-3000,-0.45
2/25/19 12:32,2/25/19 12:35,IP Address,24.6.175.172,100,215,TRUE,2/25/19 12:35,R_1oAYd7wee1VB1qU,,,,,37.33039856,-121.7913055,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,2,5,6,"range, confidence",Bachelor's degree in college (4-year),Male,,35,A1YSYI926BBOHW,-53000,438209324,-5000,-0.75
2/25/19 12:31,2/25/19 12:43,IP Address,66.67.15.186,100,746,TRUE,2/25/19 12:43,R_1kM76jR8YjDL7Ro,,,,,42.86369324,-76.99130249,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,2,4,7 (completely trustworthy),"I sometimes counted the circles, at other times I relied heavily on forecast confidence predictions.",Bachelor's degree in college (4-year),Male,,63,A10YS8AVLQWUZZ,-54000,441209562,-6000,-0.9
2/25/19 13:26,2/25/19 13:30,IP Address,24.171.75.95,100,238,TRUE,2/25/19 13:30,R_3G8tq03tWDHoX35,,,,,38.31700134,-88.91049957,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1 (not at all trustworthy),4,6,"no matter the temp, if it was low i gave blankets.  if it was high and wasn't going below freezing much, i said no",Master's degree,Female,,33,A2DNLHS1RSTF5R,-54000,898209700,-6000,-0.9
2/25/19 13:00,2/25/19 13:07,IP Address,64.121.85.105,100,401,TRUE,2/25/19 13:07,R_2bOikoVgTR11HwT,,,,,40.52929688,-75.50099945,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,3,5,6,"When it was quite likely (usually 4 dots or more) that the temperature would fall below 32, then I would choose to have blankets issued.",Bachelor's degree in college (4-year),Male,,38,A183WYXN12P2TJ,-55000,299209377,-7000,-1.05
2/25/19 12:31,2/25/19 12:39,IP Address,68.119.43.1,100,503,TRUE,2/25/19 12:39,R_2QRGYp9uRUMa2ys,,,,,35.75759888,-81.3289032,anonymous,EN,alpacas,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,5,6,just depended o how many dots were under the 32 mark,Associate degree in college (2-year),Female,,41,A3FOKP72T5I4R,-59000,316209766,-11000,-1.65
2/25/19 12:33,2/25/19 12:41,IP Address,72.249.239.118,100,503,TRUE,2/25/19 12:41,R_2Sfrq752CMho6mR,,,,,38.11039734,-108.2845001,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,4,5,6,I just figured how likely it was to be below 32 degrees. ,Bachelor's degree in college (4-year),Female,,36,AQXRHIMQ7UK7O,-59000,713209865,-11000,-1.65
2/25/19 12:59,2/25/19 13:05,IP Address,67.245.212.31,100,383,TRUE,2/25/19 13:05,R_1DZoEMlwPgckdpK,,,,,41.58770752,-74.50389862,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,4,6,7 (completely trustworthy),I considered the confidence of prediction and went with my gut instinct  ,High school graduate (high school diploma or equivalent including GED),Male,,41,A147F5PJTHOB8A,-59000,620209527,-11000,-1.65
2/25/19 13:07,2/25/19 13:14,IP Address,72.24.233.212,100,469,TRUE,2/25/19 13:14,R_2zuOtrRIGv2KqKp,,,,,34.60189819,-112.3264008,anonymous,EN,alpacas ,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,5,7 (completely trustworthy),I thought about the penalty if I didn't issue blankets when needed. I thought it might be best to be safe when the confidence in the temperature prediction wasn't high. I wanted to maximize payment.,Bachelor's degree in college (4-year),Male,,28,AETIZKQNUSBLB,-59000,897209863,-11000,-1.65
2/25/19 12:42,2/25/19 12:50,IP Address,71.237.59.12,100,510,TRUE,2/25/19 12:50,R_1mVhImcn7TedftB,,,,,39.96359253,-104.9072037,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,2,4,6,"I made my decisions based on the % chance that the temperature would be 32 degrees or lower. Generally, if the chance was 50% or higher, I issued blankets. I didn't put much stock into the stated confidence since I didn't have any info as to what degree of error we were looking at.",Bachelor's degree in college (4-year),Male,,57,A6JKKANO7F4KD,-60000,784209412,-12000,-1.8
2/25/19 12:31,2/25/19 12:36,IP Address,173.244.44.77,100,320,TRUE,2/25/19 12:36,R_Xqbu3AmNsMQ7nmF,,,,,47.60920715,-122.3314056,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1 (not at all trustworthy),5,7 (completely trustworthy),if the forecast confidence was low i assumed it might be in the lower region even if forecast as high,Associate degree in college (2-year),Female,,34,A38DC3BG1ZCVZ2,-61000,401209360,-13000,-1.95
2/25/19 14:06,2/25/19 14:11,IP Address,104.33.146.30,100,323,TRUE,2/25/19 14:11,R_1Lke3iM2epcLrRb,,,,,33.82409668,-117.5197983,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,4,5,7 (completely trustworthy),tried not to take more than 2/20 chance for a forecast,Associate degree in college (2-year),Male,,34,A3PYEW6693PCHT,-61000,486209707,-13000,-1.95
2/25/19 13:03,2/25/19 13:14,IP Address,68.42.119.188,100,651,TRUE,2/25/19 13:14,R_3J4QH63L9HNcIbf,,,,,42.24389648,-83.58300018,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,2,4,6,The chance of dropping below 32 and the confidence level,Bachelor's degree in college (4-year),Female,,31,A36SM7QM8OK3H6,-62000,747209153,-14000,-2.1
2/25/19 12:33,2/25/19 12:42,IP Address,68.48.84.198,100,519,TRUE,2/25/19 12:42,R_4NGkum4pYfOjQid,,,,,42.92849731,-83.6332016,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,4,4,"I didn't want to lose 6,000.",High school graduate (high school diploma or equivalent including GED),Female,,34,AEX9MA72M10DC,-64000,261209996,-16000,-2.4
2/25/19 12:47,2/25/19 12:56,IP Address,166.67.66.242,100,527,TRUE,2/25/19 12:56,R_DGpPFWzhzdHTLNL,,,,,37.54629517,-77.43779755,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,5,6,I basically looked at the forecast dots and if there was more than 5 at 32 or below I would give them blankets,Bachelor's degree in college (4-year),Female,,52,A2WHC086WNUQNB,-64000,430209518,-16000,-2.4
2/25/19 13:44,2/25/19 13:49,IP Address,173.17.142.90,100,333,TRUE,2/25/19 13:49,R_2D7Sxi2T3SAX6FE,,,,,30.61799622,-87.7562027,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,5,6,I wanted to try to be as accurate as possible to avoid wasting money,Some college but no degree,Female,,30,A3JI91CQIA5FWO,-64000,408209167,-16000,-2.4
2/25/19 12:52,2/25/19 12:56,IP Address,74.243.143.248,100,254,TRUE,2/25/19 12:56,R_3psDreaNTZ2veDf,,,,,36.34320068,-79.66419983,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,2,4,6,how big the chance was the temp would be below 32deg,Associate degree in college (2-year),Male,,55,A38DXFI1TZA295,-69000,312209511,-21000,-3.15
2/25/19 12:33,2/25/19 12:43,IP Address,155.186.190.222,100,610,TRUE,2/25/19 12:43,R_3m8KotgHbKeRBeb,,,,,34.02130127,-84.31040192,anonymous,EN,alpacas,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,3,4,5,"I considered the prediction and went with the majority of the  temperature prediction.  On the second task, I really ignored the strength, and followed the same procedure I used for the first.",Associate degree in college (2-year),Female,,58,A1BAEFJ2OG7NJ0,-74000,696209221,-26000,-3.9
2/25/19 12:46,2/25/19 12:58,IP Address,208.93.255.170,100,734,TRUE,2/25/19 12:58,R_vDj5aSyugBdwG2d,,,,,42.1867981,-71.20330048,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1 (not at all trustworthy),4,7 (completely trustworthy),"I made my decisions based on three factors. One, I chose whether or not to issue blankets based on the percentage chance that the temperature would fall below freezing. Two, I chose based on the confidence the forecasters had in the forecast. Three, I chose based on how much money I thought I had remaining and whether or not I could risk not issuing blankets.",High school graduate (high school diploma or equivalent including GED),Female,,57,A2W3A42TRMJ861,-74000,466209846,-26000,-3.9
2/25/19 12:58,2/25/19 13:08,IP Address,108.70.32.22,100,600,TRUE,2/25/19 13:08,R_300IggBqRDJVUWc,,,,,35.13609314,-84.84570313,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,5,6,"Making my best guess mathematically, with a little bit of risk taking",Bachelor's degree in college (4-year),Male,,35,A5OBJUPZLVOKG,-74000,188209513,-26000,-3.9
2/25/19 13:43,2/25/19 13:50,IP Address,45.59.5.26,100,399,TRUE,2/25/19 13:50,R_1IbG6njNf0TvJFU,,,,,41.55090332,-90.49420166,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,2,4,6,I made my judgement based of the chances that the temperature would drop below 32 degrees.,Bachelor's degree in college (4-year),Male,,33,A1FGN2JF4LCF9B,-74000,114209262,-26000,-3.9
2/25/19 12:32,2/25/19 12:42,IP Address,98.216.85.147,100,544,TRUE,2/25/19 12:42,R_2VQNHHr9s0VPOQt,,,,,42.25390625,-71.45829773,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,2,4,6,"I depended mainly on the range of temperatures and the percentage that fell below 33 degrees, I only used the confidence meter if the range was close to 50/50",Bachelor's degree in college (4-year),Female,,49,A3HTLXAPOBCVVO,-79000,877209821,-31000,-4.65
2/25/19 12:31,2/25/19 12:43,IP Address,104.187.45.183,100,741,TRUE,2/25/19 12:43,R_3nw0bZgByisZThF,,,,,39.7696991,-89.68859863,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,5,7 (completely trustworthy),I considered how many chances were the highest that would make it above 32.  I most paid attention to the ones with 4 dots since that would be the highest chance.  I didn't take too much stock in the confidence levels in the second part. ,Associate degree in college (2-year),Female,,39,AQJWO4YPR3LUQ,-79000,946209669,-31000,-4.65
2/25/19 12:35,2/25/19 12:46,IP Address,223.181.225.187,100,635,TRUE,2/25/19 12:46,R_20tDn82dIqOBU1b,,,,,10.99099731,76.96670532,anonymous,EN,alpacas,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,5,4,3,I just think and decide the option,Bachelor's degree in college (4-year),Female,,32,A2RR3R75ECQSKE,-79000,884209938,-31000,-4.65
2/25/19 13:26,2/25/19 13:31,IP Address,76.2.241.18,100,288,TRUE,2/25/19 13:31,R_1Qgh6f1TdDnER7c,,,,,40.53840637,-82.80619812,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,2,4,7 (completely trustworthy),"I looked at the likelihood of each temperature and figured the odds that it would dip below freezing. The confidence level of the forecast was taken into consideration, too.",Master's degree,Female,,29,A2YAYHZYI7M3HD,-79000,784209712,-31000,-4.65
2/25/19 12:38,2/25/19 13:09,IP Address,103.110.238.140,100,1821,TRUE,2/25/19 13:09,R_1nW99qWwBRUrDT9,,,,,11.3500061,77.73330688,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,7 (completely trustworthy),5,I don't have any specific ideas or specific planning. I can understand the instruction and I did well. That's all. ,Bachelor's degree in college (4-year),Male,,33,ASWZO1WY1UHEP,-82000,887209607,-34000,-5.1
2/25/19 13:38,2/25/19 13:46,IP Address,72.28.171.16,100,502,TRUE,2/25/19 13:46,R_3HtXuW7WAye2SkN,,,,,33.50590515,-81.69509888,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,4,5,7 (completely trustworthy),"If most of the dots were clustered higher than 32, I didn't give blankets",Bachelor's degree in college (4-year),Female,,29,ALLP45O3BDWYM,-85000,671209247,-37000,-5.55
2/25/19 13:40,2/25/19 13:47,IP Address,68.35.50.136,100,427,TRUE,2/25/19 13:47,R_3iqYfm5z7eodmyI,,,,,34.88250732,-87.7397995,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,3,4,6,"I didn't really base my decision on the confidence of the forecast, since I don't have anything else to go on.",Associate degree in college (2-year),Male,,37,A1U5BE8XJRXKW3,-89000,590209140,-41000,-6.15
2/25/19 14:06,2/25/19 14:10,IP Address,76.125.244.14,100,247,TRUE,2/25/19 14:10,R_1jAOdz0nHSF5Ka1,,,,,40.3052063,-79.54180145,anonymous,EN,alpaca,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1 (not at all trustworthy),4,6,I combined how cold it was going to be with the confidence ratings to come to a good conclusion,Bachelor's degree in college (4-year),Male,,33,A3I1W58P6SIV26,-90000,334209771,-42000,-6.3
2/25/19 12:31,2/25/19 12:41,IP Address,75.85.176.151,100,641,TRUE,2/25/19 12:41,R_1GTVKwDI40mKrZ4,,,,,33.11650085,-117.1846008,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,1 (not at all trustworthy),4,7 (completely trustworthy),"The forecast was ultimately the factor I considered most, even when the forecaster was not confident. When the odds seemed close to 50/50 or more that the weather would be below 32 degrees, I chose to issue the blankets.",Bachelor's degree in college (4-year),Male,,42,A20CZCJPRP54G9,-94000,624209400,-46000,-6.9
2/25/19 12:30,2/25/19 12:34,IP Address,38.140.255.246,100,194,TRUE,2/25/19 12:34,R_12JSjQptJYwdc6K,,,,,40.73590088,-73.99040222,anonymous,EN,alpacas,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,2,4,6,I tried to think of expected value,Bachelor's degree in college (4-year),Male,,31,A1CSDIX05PK9V,-99000,897209344,-51000,-7.65
2/25/19 12:32,2/25/19 12:35,IP Address,66.41.56.183,100,211,TRUE,2/25/19 12:35,R_3g5jMYlg1dTxgqL,,,,,45.0644989,-93.34130096,anonymous,EN,alpacas,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3,5,6,the likelihood of it being 32 or below,Some college but no degree,Female,,33,A1CA46R2A6TV9W,-99000,809209670,-51000,-7.65