"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","meta_info_Browser","meta_info_Version","meta_info_Operating.System","meta_info_Resolution","do_you_consent","Q16","Q20","X1_Q6","X2_Q6","X3_Q6","X4_Q6","X5_Q6","X6_Q6","X7_Q6","X8_Q6","X9_Q6","X10_Q6","X11_Q6","X12_Q6","X13_Q6","X14_Q6","X15_Q6","X16_Q6","X17_Q6","X18_Q6","X19_Q6","X20_Q6","X1_Q8","X2_Q8","X3_Q8","X4_Q8","X5_Q8","X6_Q8","X7_Q8","X8_Q8","X9_Q8","X10_Q8","X11_Q8","X12_Q8","X13_Q8","X14_Q8","seed","PROLIFIC_PID","STUDY_ID","SESSION_ID","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","trial_index_map_single","trial_index_map_multiple","vis","phrasing","FL_9_DO"
"2024-09-12 15:55:19","2024-09-12 16:07:16","IP Address","100","717","True","2024-09-12 16:07:17","R_6cqDoC38u4J3Fhn","anonymous","EN","1","Chrome","128.0.0.0","CrOS x86_64 14541.0.0","1366x768","Yes","35","70","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","2533","61cc99c2","66e3484fc1e6f6e4818b08d0","66e363342e1e7b18546546f6","30","6000","18","12","C1OSMFWY","[11,15,13,7,102,4,10,2,14,5,18,6,101,8,9,1,3,12,16,17]","[6,12,9,7,101,3,4,102,5,1,2,8,10,11]","ensembles","reliable","FL_26"
"2024-09-12 15:54:35","2024-09-12 16:07:26","IP Address","100","770","True","2024-09-12 16:07:26","R_73R6fWtr20CA69b","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","2048x1080","Yes","30","65","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","6212","ae64d295","66e3484fc1e6f6e4818b08d0","66e362f90cba652ac5abc0a5","30","11000","18","12","C1OSMFWY","[17,2,5,1,4,8,10,101,16,13,6,3,7,102,14,11,9,15,18,12]","[5,7,1,3,102,2,4,11,10,6,101,9,12,8]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:08","2024-09-12 16:07:28","IP Address","100","680","True","2024-09-12 16:07:29","R_1UsGczHqiAgoQiB","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1920x1080","Yes","20","70","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","988","5254366e","66e3484fc1e6f6e4818b08d0","66e363713aaf98d002a56db7","30","6000","18","12","C1OSMFWY","[11,1,13,7,102,15,18,8,9,12,101,3,4,10,2,14,16,17,6,5]","[9,12,7,101,6,2,102,5,1,8,10,11,4,3]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:54:35","2024-09-12 16:08:13","IP Address","100","818","True","2024-09-12 16:08:13","R_1QfowaahSpyM96n","anonymous","EN","1","Chrome","128.0.0.0","Android 10","384x857","Yes","10","25","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","2683","372260d8","66e3484fc1e6f6e4818b08d0","66e36309123b369af3722ac8","30","1000","18","12","C1OSMFWY","[14,13,7,3,2,15,4,101,6,1,10,5,11,102,9,8,12,16,18,17]","[7,2,102,1,4,3,6,101,9,5,8,10,12,11]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:47","2024-09-12 16:08:29","IP Address","100","702","True","2024-09-12 16:08:30","R_73zeI5SoNGoGULv","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1095x730","Yes","30","70","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","5454","daef40da","66e3484fc1e6f6e4818b08d0","66e3637ee4d21ec98c4bfab4","30","10000","18","12","C1OSMFWY","[6,9,5,1,17,3,18,8,11,16,102,14,15,12,101,2,10,7,13,4]","[10,2,7,12,11,101,5,9,102,1,6,4,8,3]","ensembles","reliable","FL_26"
"2024-09-12 15:55:43","2024-09-12 16:08:29","IP Address","100","766","True","2024-09-12 16:08:30","R_1YFDuwVtoACG1uV","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","70","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","2325","1cf7347b","66e3484fc1e6f6e4818b08d0","66e363522f91ae67eae47445","30","-11000","18","12","C1OSMFWY","[10,18,2,13,1,9,102,8,15,4,5,14,101,11,12,3,7,17,16,6]","[1,3,9,5,8,101,6,7,102,2,12,10,11,4]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:36","2024-09-12 16:09:23","IP Address","100","766","True","2024-09-12 16:09:23","R_5q1vylyx101i9lo","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","6744","a6e439a2","66e3484fc1e6f6e4818b08d0","66e363833250bfa0338fa3e4","30","4000","18","12","C1OSMFWY","[2,13,16,14,17,102,6,11,1,3,101,9,18,8,10,15,7,4,5,12]","[10,11,1,101,5,7,12,6,102,9,4,2,3,8]","ensembles","reliable","FL_26"
"2024-09-12 15:58:12","2024-09-12 16:10:09","IP Address","100","717","True","2024-09-12 16:10:10","R_5oZU4W8M3nEm18V","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1366x768","Yes","0","70","No","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","7084","b9837a4a","66e3484fc1e6f6e4818b08d0","66e362cc6bcb0b05718b15af","30","2000","18","12","C1OSMFWY","[11,17,14,3,101,18,1,9,8,7,102,6,4,2,15,12,16,13,10,5]","[11,5,12,102,3,2,1,9,101,7,10,8,6,4]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:59:13","2024-09-12 16:11:51","IP Address","100","757","True","2024-09-12 16:11:52","R_62JL7s19xfUTO0q","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","3354","4a2560b4","66e3484fc1e6f6e4818b08d0","66e36418b7c3533a966f0971","30","4000","18","12","C1OSMFWY","[16,12,5,11,2,4,18,13,10,9,101,6,3,102,17,8,15,1,7,14]","[10,6,8,101,7,3,2,102,4,11,12,1,5,9]","ensembles","reliable","FL_26"
"2024-09-12 15:57:26","2024-09-12 16:12:04","IP Address","100","877","True","2024-09-12 16:12:05","R_1GfwGgESmKWC0ra","anonymous","EN","1","Chrome","109.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","7177","b6f93533","66e3484fc1e6f6e4818b08d0","66e363b333d1bca31539921f","30","2000","18","12","C1OSMFWY","[16,15,6,10,101,14,5,17,3,13,4,102,9,2,18,12,7,8,11,1]","[4,3,6,2,101,9,8,102,12,11,10,5,7,1]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:54:27","2024-09-12 16:12:14","IP Address","100","1067","True","2024-09-12 16:12:15","R_3k6fQtL9cEx1uhX","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","7014","07131410","66e3484fc1e6f6e4818b08d0","66e362fd92f668cbfb9e4525","30","-6000","18","12","C1OSMFWY","[10,9,18,4,2,17,101,12,11,102,6,1,15,3,8,7,13,16,14,5]","[5,3,6,1,102,7,2,9,101,12,8,11,10,4]","ensembles","equally_reliable","FL_11"
"2024-09-12 16:03:40","2024-09-12 16:12:53","IP Address","100","553","True","2024-09-12 16:12:54","R_6DqBYhBsOdsx9Vx","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","2892","f6a26c69","66e3484fc1e6f6e4818b08d0","66e36535bf0da8100e7388d8","30","4000","18","12","C1OSMFWY","[4,3,10,12,102,5,9,14,7,18,13,6,101,17,11,15,8,2,1,16]","[4,10,7,8,3,12,101,6,9,102,5,2,1,11]","ensembles","reliable","FL_26"
"2024-09-12 15:56:59","2024-09-12 16:13:05","IP Address","100","966","True","2024-09-12 16:13:06","R_3Gk8bZKwXdtPkea","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","7006","c375121d","66e3484fc1e6f6e4818b08d0","66e363873aaf98d002a56dbb","30","10000","18","12","C1OSMFWY","[16,4,17,12,6,10,11,102,9,8,3,18,101,1,14,5,2,15,13,7]","[6,12,7,10,4,1,101,8,3,102,2,11,9,5]","ensembles","reliable","FL_26"
"2024-09-12 15:58:11","2024-09-12 16:13:19","IP Address","100","907","True","2024-09-12 16:13:20","R_1alCwyJre98fSwh","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","33","70","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","6854","2a740177","66e3484fc1e6f6e4818b08d0","66e363e8462b22f339e4460d","30","4000","18","12","C1OSMFWY","[13,17,12,8,5,1,102,10,15,4,14,101,11,18,9,2,6,7,3,16]","[6,3,102,12,8,7,101,9,5,1,10,4,2,11]","ensembles","reliable","FL_26"
"2024-09-12 16:01:46","2024-09-12 16:15:54","IP Address","100","848","True","2024-09-12 16:15:55","R_3117Tih8jRGrsKl","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","2048x1152","Yes","30","70","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","5504","90142baf","66e3484fc1e6f6e4818b08d0","66e3638578aeb4af41c96a38","30","2000","18","12","C1OSMFWY","[9,12,8,13,101,16,11,5,7,3,17,10,14,2,102,1,18,15,4,6]","[11,9,6,102,2,5,7,8,1,101,12,10,3,4]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:57","2024-09-12 16:16:06","IP Address","100","1208","True","2024-09-12 16:16:06","R_68IgjfksHDvb28q","anonymous","EN","1","Chrome","127.0.0.0","CrOS x86_64 14541.0.0","1410x940","Yes","30","70","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","839","883ea924","66e3484fc1e6f6e4818b08d0","66e362e6e5be50fc1ada952c","30","4000","18","12","C1OSMFWY","[11,15,16,5,3,9,8,12,102,10,1,4,2,101,17,14,7,6,18,13]","[5,3,12,101,6,2,1,102,7,11,10,4,8,9]","ensembles","reliable","FL_26"
"2024-09-12 15:54:26","2024-09-12 16:19:39","IP Address","100","1512","True","2024-09-12 16:19:39","R_1EE6bkCAT4W9R8S","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1512x851","Yes","50","80","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","7601","463fedd7","66e3484fc1e6f6e4818b08d0","66e3630a123b369af3722acb","30","2000","18","12","C1OSMFWY","[3,1,101,8,13,18,102,17,11,12,2,6,9,7,4,16,14,5,10,15]","[5,2,1,101,11,6,4,102,8,12,9,3,7,10]","ensembles","reliable","FL_26"
"2024-09-12 15:54:57","2024-09-12 16:23:42","IP Address","100","1724","True","2024-09-12 16:23:42","R_3nVM1O0KI9w3OZI","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","5956","df5f8f03","66e3484fc1e6f6e4818b08d0","66e3632b11b63e18cc4e194c","30","6000","18","12","C1OSMFWY","[15,10,5,101,8,14,11,17,12,16,2,3,1,18,102,7,13,6,4,9]","[3,9,11,7,101,12,1,5,102,10,8,4,2,6]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:53:19","2024-09-12 16:29:12","IP Address","100","2152","True","2024-09-12 16:29:12","R_6l69VmXhLhRPWwh","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","10","10%","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","3879","ed1a79e4","66e3484fc1e6f6e4818b08d0","66e362b70db29e8625a15951","30","2000","18","12","C1OSMFWY","[7,16,1,18,11,17,3,14,15,101,10,6,102,2,5,12,9,13,4,8]","[2,10,5,102,4,8,1,101,11,7,12,9,3,6]","ensembles","equally_reliable","FL_11"
"2024-09-12 16:32:36","2024-09-12 16:36:52","IP Address","100","255","True","2024-09-12 16:36:53","R_1DmNUUokv57pavv","anonymous","EN","1","Chrome","127.0.0.0","Linux x86_64","384x857","Yes","30","70","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","3525","75210414","66e3484fc1e6f6e4818b08d0","66e36bf60ec61aeee8b67181","30","2000","18","12","C1OSMFWY","[5,6,15,4,101,9,1,14,7,13,17,16,102,3,11,12,8,18,2,10]","[3,8,101,4,11,9,2,102,10,12,5,6,1,7]","ensembles","reliable","FL_26"
"2024-09-12 16:29:29","2024-09-12 16:38:47","IP Address","100","558","True","2024-09-12 16:38:48","R_5jjnlJK1yWK2hhZ","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","1290","9d9863e2","66e3484fc1e6f6e4818b08d0","66e36b3421f2753be8d0e859","30","9000","18","12","C1OSMFWY","[3,18,14,6,1,101,16,2,102,7,8,9,11,17,5,4,15,13,10,12]","[1,10,11,102,4,6,5,101,3,2,9,12,7,8]","ensembles","equally_reliable","FL_11"
"2024-09-12 16:32:31","2024-09-12 16:40:08","IP Address","100","457","True","2024-09-12 16:40:09","R_5zR4SkBtlV6tv45","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","8141","7506e247","66e3484fc1e6f6e4818b08d0","66e36bfceb471e8ccb752084","30","-6000","18","12","C1OSMFWY","[18,4,101,14,15,8,10,3,1,2,13,11,16,102,12,17,6,7,9,5]","[2,11,1,3,101,8,9,102,7,10,12,5,6,4]","ensembles","reliable","FL_26"
"2024-09-12 16:34:09","2024-09-12 16:41:59","IP Address","100","470","True","2024-09-12 16:42:00","R_1etBClde1NIuabY","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1366x768","Yes","40","50","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","7159","b8c02390","66e3484fc1e6f6e4818b08d0","66e36c55bc4d2359deb25d48","30","1000","18","12","C1OSMFWY","[1,10,102,18,13,17,16,12,2,15,7,101,6,11,9,8,4,5,3,14]","[4,1,102,11,7,12,6,8,5,101,10,3,2,9]","ensembles","equally_reliable","FL_11"
"2024-09-12 16:34:57","2024-09-12 16:43:15","IP Address","100","498","True","2024-09-12 16:43:15","R_5LjlXGj8UouXNjs","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1280x720","Yes","30","70","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","9020","78ab5b74","66e3484fc1e6f6e4818b08d0","66e36c889864275efec82cae","30","2000","18","12","C1OSMFWY","[4,8,10,11,1,6,102,14,18,13,5,17,2,15,3,101,7,9,12,16]","[5,7,102,3,12,10,101,1,9,2,4,6,8,11]","ensembles","equally_reliable","FL_11"
"2024-09-12 16:31:15","2024-09-12 16:43:38","IP Address","100","743","True","2024-09-12 16:43:39","R_6fW4NhvsRmlE6QF","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","1980","212ac028","66e3484fc1e6f6e4818b08d0","66e36ba590c261c9edc8bfca","30","9000","18","12","C1OSMFWY","[12,3,9,18,16,101,8,4,13,6,5,14,102,10,15,7,17,11,2,1]","[6,11,8,10,3,101,5,9,4,102,2,7,12,1]","ensembles","reliable","FL_26"
"2024-09-12 16:34:53","2024-09-12 16:43:52","IP Address","100","538","True","2024-09-12 16:43:52","R_7tpPV49k5v17lRL","anonymous","EN","1","Firefox","130.0","Macintosh","1680x1050","Yes","30","70","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","4332","26827dd2","66e3484fc1e6f6e4818b08d0","66e36c8792f79c08693f3096","30","1000","18","12","C1OSMFWY","[5,13,10,18,102,17,16,4,6,12,15,7,9,101,2,1,8,3,11,14]","[11,10,6,102,3,4,12,8,101,1,5,2,7,9]","ensembles","reliable","FL_26"
"2024-09-12 16:34:18","2024-09-12 16:44:31","IP Address","100","613","True","2024-09-12 16:44:31","R_7zJhTZ4230UmK3S","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","70","Yes","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","8426","3588d44e","66e3484fc1e6f6e4818b08d0","66e36c5b7c5c5b761419ff1f","30","1000","18","12","C1OSMFWY","[5,18,102,7,1,15,11,8,101,17,6,9,4,16,13,12,14,3,2,10]","[3,1,5,101,4,6,10,8,12,102,9,11,2,7]","ensembles","equally_reliable","FL_11"
"2024-09-12 16:33:22","2024-09-12 16:47:04","IP Address","100","822","True","2024-09-12 16:47:05","R_3KshBCM7S8rqKaH","anonymous","EN","1","Firefox","130.0","Windows NT 10.0","1366x768","Yes","30","70","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","304","1af37d85","66e3484fc1e6f6e4818b08d0","66e36bfda3effe3386be28ce","30","-8000","18","12","C1OSMFWY","[4,16,12,5,18,6,101,3,15,9,13,102,8,11,14,1,10,7,17,2]","[2,5,3,7,102,10,9,8,101,12,6,4,11,1]","ensembles","reliable","FL_26"
"2024-09-12 16:32:31","2024-09-12 16:48:16","IP Address","100","944","True","2024-09-12 16:48:16","R_1Iu8PHFimpJEfMh","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","No","2767","c4bbb3d6","66e3484fc1e6f6e4818b08d0","66e36bf5646b245b0578bd1a","30","1000","18","12","C1OSMFWY","[1,3,11,6,13,102,18,15,9,7,14,2,16,101,5,4,10,12,8,17]","[11,4,101,7,10,1,9,3,2,102,6,8,5,12]","ensembles","reliable","FL_26"
"2024-09-12 16:37:59","2024-09-12 16:54:24","IP Address","100","984","True","2024-09-12 16:54:25","R_30yv99fA0nOvOet","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","2295","737fad1f","66e3484fc1e6f6e4818b08d0","66e36cb26a31f4cda597f506","30","5000","18","12","C1OSMFWY","[9,1,11,10,8,5,13,102,17,14,18,12,4,3,7,101,2,15,6,16]","[8,5,101,3,1,102,6,7,9,12,2,10,4,11]","ensembles","reliable","FL_26"
"2024-09-12 16:32:35","2024-09-12 17:02:08","IP Address","100","1773","True","2024-09-12 17:02:09","R_33xsNexei4xv0mB","anonymous","EN","","Firefox","130.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","3289","c5fc67e5","66e3484fc1e6f6e4818b08d0","66e36bf76a74092763709e89","30","0","18","12","C1OSMFWY","[2,16,8,6,9,11,14,101,15,3,5,12,4,13,102,1,18,10,7,17]","[3,9,8,12,101,6,2,102,10,1,4,7,5,11]","ensembles","reliable","FL_26"
